null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9ea0,2016-10-01,ExecLarge,01:00:00,jk,00:10:00,10.01,10,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9ea1,2016-10-01,ExecLarge,03:59:00,jk,00:20:00,20.02,20,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9ea2,2016-10-01,ExecLarge,04:00:00,jk,00:30:00,30.03,30,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9ea3,2016-10-01,ExecLarge,14:00:00,jk,00:40:00,40.04,40,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9ea4,2016-10-01,ExecLarge,15:00:00,jk,00:50:00,50.05,50,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9ea5,2016-10-01,ExecLarge,16:00:00,jk,01:00:00,60.06,60,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9ea6,2016-10-01,ExecLarge,17:30:00,jk,00:10:00,70.07,70,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9ea7,2016-10-01,ExecLarge,17:31:00,jk,00:20:00,80.08,80,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9ea8,2016-10-01,ExecLarge,18:00:00,jk,00:30:00,90.09,90,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9ea9,2016-10-01,ExecLarge,19:00:00,jk,00:40:00,100.10,100,Canceled by Driver
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9eb0,2016-10-02,ExecLarge,01:00:00,jk,00:50:00,10.01,10,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9eb1,2016-10-02,ExecLarge,03:59:00,jk,01:00:00,20.02,20,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9eb2,2016-10-02,ExecLarge,04:00:00,jk,00:10:00,30.03,30,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9eb3,2016-10-02,ExecLarge,14:00:00,jk,00:20:00,40.04,40,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9eb4,2016-10-02,ExecLarge,15:00:00,jk,00:30:00,50.05,50,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9eb5,2016-10-02,ExecLarge,16:00:00,jk,00:40:00,60.06,60,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9eb6,2016-10-02,ExecLarge,17:30:00,jk,00:50:00,70.07,70,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9eb7,2016-10-02,ExecLarge,17:31:00,jk,01:00:00,80.08,80,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9eb8,2016-10-02,ExecLarge,18:00:00,jk,00:10:00,90.09,90,Completed
null,1,f303c6ba-2134-4759-83b1-9fd7ee7baad4,da91a4a8-e878-4d58-aea9-0fe986aa9eb9,2016-10-02,ExecLarge,19:00:00,jk,00:20:00,100.10,100,Canceled by Driver
